ID,Station Name,Distance,Line,Branch,Opened,Layout,Latitude,Longitude,WikiLink
120,Jangpura,14.6,Violet,Main,2010,Underground,28.58331,77.239659,https://en.wikipedia.org/wiki/Jangpura_metro_station
121,Lajpat Nagar,16.27,Violet,Main,2010,Elevated,28.570566,77.23646,https://en.wikipedia.org/wiki/Lajpat_Nagar_metro_station
122,Moolchand,17.15,Violet,Main,2010,Elevated,28.563985,77.234245,https://en.wikipedia.org/wiki/Moolchand_metro_station
123,Kailash Colony,18.55,Violet,Main,2010,Elevated,28.555388,77.241954,https://en.wikipedia.org/wiki/Kailash_Colony_metro_station
124,Nehru Place,19.76,Violet,Main,2010,Elevated,28.551403,77.251766,https://en.wikipedia.org/wiki/Nehru_Place_metro_station
125,Kalkaji Mandir,20.62,Violet,Main,2010,Elevated,28.5496,77.2591,https://en.wikipedia.org/wiki/Kalkaji_Mandir_metro_station
126,Govind Puri,21.48,Violet,Main,2010,Elevated,28.544606,77.264286,https://en.wikipedia.org/wiki/Govind_Puri_metro_station
127,Harkesh Nagar Okhla,22.72,Violet,Main,2010,Elevated,28.54292,77.27514,https://en.wikipedia.org/wiki/Harkesh_Nagar_Okhla_metro_station
128,Jasola Apollo,23.82,Violet,Main,2010,Elevated,28.53813,77.283258,https://en.wikipedia.org/wiki/Jasola_Apollo_metro_station
129,Sarita Vihar,25.17,Violet,Main,2010,Elevated,28.528588,77.288395,https://en.wikipedia.org/wiki/Sarita_Vihar_metro_station
130,Mohan Estate,26.51,Violet,Main,2011,Elevated,28.519622,77.294627,https://en.wikipedia.org/wiki/Mohan_Estate_metro_station
131,Tughlakabad,28.76,Violet,Main,2011,Elevated,28.502566,77.299398,https://en.wikipedia.org/wiki/Tughlakabad_metro_station
132,Badarpur Border,29.98,Violet,Main,2011,Elevated,28.49358,77.30306,https://en.wikipedia.org/wiki/Badarpur_Border_metro_station
246,Sarai,32.02,Violet,Main,2015,Elevated,28.477682,77.305003,https://en.wikipedia.org/wiki/Sarai_metro_station
133,NHPC Chowk,34.59,Violet,Main,2015,Elevated,28.45766,77.307422,https://en.wikipedia.org/wiki/NHPC_Chowk_metro_station
134,Mewala Maharajpur,35.76,Violet,Main,2015,Elevated,28.448495,77.30813,https://en.wikipedia.org/wiki/Mewala_Maharajpur_metro_station
135,Sector 28,37.07,Violet,Main,2015,Elevated,28.438325,77.309096,https://en.wikipedia.org/wiki/Sector_28_metro_station
136,Badkhal Mor,39.06,Violet,Main,2015,Elevated,28.422778,77.310278,https://en.wikipedia.org/wiki/Badkhal_Mor_metro_station
137,Old Faridabad,40.6,Violet,Main,2015,Elevated,28.4108,77.3114,https://en.wikipedia.org/wiki/Old_Faridabad_metro_station
138,Neelam Chowk Ajronda,42.27,Violet,Main,2015,Elevated,28.3978,77.3124,https://en.wikipedia.org/wiki/Neelam_Chowk_Ajronda_metro_station
139,Bata Chowk,43.3,Violet,Main,2015,Elevated,28.39,77.31,https://en.wikipedia.org/wiki/Bata_Chowk_metro_station
140,Escorts Mujesar,45.91,Violet,Main,2015,Elevated,28.370081,77.314954,https://en.wikipedia.org/wiki/Escorts_Mujesar_metro_station
247,Sant Surdas,47.89,Violet,Main,2018,Elevated,28.354673,77.316218,https://en.wikipedia.org/wiki/Sant_Surdas_(Sihi)_metro_station
141,Raja Nahar Singh,49.79,Violet,Main,2018,Elevated,28.339801,77.316446,https://en.wikipedia.org/wiki/Raja_Nahar_Singh_metro_station
30,Samaypur Badli,0.0,Yellow,Main,2015,Elevated,28.745043,77.137672,https://en.wikipedia.org/wiki/Samaypur_Badli_metro_station
31,Rohini Sector 18-19,0.89,Yellow,Main,2010,Elevated,28.738318,77.139875,"https://en.wikipedia.org/wiki/Rohini_Sector_18,_19_metro_station"
32,Haiderpur Badli Mor,2.38,Yellow,Main,2015,Elevated,28.729923,77.14913,https://en.wikipedia.org/wiki/Haiderpur_Badli_Mor_metro_station
33,Jahangirpuri,4.0,Yellow,Main,2009,Elevated,28.7258,77.1628,https://en.wikipedia.org/wiki/Jahangirpuri_metro_station
34,Adarsh Nagar,5.46,Yellow,Main,2009,Elevated,28.716535,77.170452,https://en.wikipedia.org/wiki/Adarsh_Nagar_metro_station
35,Azadpur,7.05,Yellow,Main,2004,Elevated,28.7073,77.18,https://en.wikipedia.org/wiki/Azadpur_metro_station
36,Model Town,8.71,Yellow,Main,2009,Elevated,28.7028,77.1939,"https://en.wikipedia.org/wiki/Model_Town_metro_station,_Delhi"
37,GTB Nagar,10.29,Yellow,Main,2009,Elevated,28.6982,77.207,https://en.wikipedia.org/wiki/GTB_Nagar_metro_station
38,Vishwavidyalaya,11.25,Yellow,Main,2004,Underground,28.6948,77.2146,https://en.wikipedia.org/wiki/Vishwavidyalaya_metro_station_(Delhi)
39,Vidhan Sabha,12.45,Yellow,Main,2004,Underground,28.6879,77.2218,https://en.wikipedia.org/wiki/Vidhan_Sabha_metro_station
40,Civil Lines,13.9,Yellow,Main,2004,Underground,28.6769,77.225,https://en.wikipedia.org/wiki/Civil_Lines_metro_station_(Delhi)
41,Kashmere Gate,15.15,Yellow,Main,2004,Underground,28.6675,77.228,https://en.wikipedia.org/wiki/Kashmere_Gate_metro_station
42,Chandni Chowk,16.41,Yellow,Main,2005,Underground,28.6578,77.2302,https://en.wikipedia.org/wiki/Chandni_Chowk_metro_station_(Delhi)
43,Chawri Bazar,17.55,Yellow,Main,2005,Underground,28.6496,77.2262,https://en.wikipedia.org/wiki/Chawri_Bazar_metro_station
44,New Delhi,18.63,Yellow,Main,2005,Underground,28.6422,77.2215,https://en.wikipedia.org/wiki/New_Delhi_metro_station
45,Rajiv Chowk,19.85,Yellow,Main,2005,Underground,28.6328,77.2196,https://en.wikipedia.org/wiki/Rajiv_Chowk_metro_station
46,Patel Chowk,21.36,Yellow,Main,2005,Underground,28.6232,77.2118,https://en.wikipedia.org/wiki/Patel_Chowk_metro_station
47,Central Secretariat,22.41,Yellow,Main,2005,Underground,28.615,77.2118,https://en.wikipedia.org/wiki/Central_Secretariat_metro_station
48,Udyog Bhawan,22.91,Yellow,Main,2010,Underground,28.61106,77.211964,https://en.wikipedia.org/wiki/Udyog_Bhawan_metro_station
49,Race Course,24.63,Yellow,Main,2010,Underground,28.597658,77.211176,https://en.wikipedia.org/wiki/Race_Course_metro_station
50,Jorbagh,26.11,Yellow,Main,2005,Underground,28.5861,77.212,https://en.wikipedia.org/wiki/Jor_Bagh_metro_station
51,INA,27.6,Yellow,Main,2010,Underground,28.5752,77.2073,https://en.wikipedia.org/wiki/Dilli_Haat_–_INA_metro_station
52,AIIMS,28.67,Yellow,Main,2010,Underground,28.566896,77.208043,https://en.wikipedia.org/wiki/AIIMS_metro_station
53,Green Park,29.81,Yellow,Main,2010,Underground,28.558038,77.207026,https://en.wikipedia.org/wiki/Green_Park_metro_station
54,Hauz Khas,31.68,Yellow,Main,2010,Underground,28.543444,77.206344,https://en.wikipedia.org/wiki/Hauz_Khas_metro_station
55,Malviya Nagar,33.6,Yellow,Main,2010,Underground,28.5287,77.2033,https://en.wikipedia.org/wiki/Malviya_Nagar_metro_station
56,Saket,34.67,Yellow,Main,2010,Underground,28.520492,77.201535,https://en.wikipedia.org/wiki/Saket_metro_station
57,Qutab Minar,36.63,Yellow,Main,2010,Underground,28.512951,77.186319,https://en.wikipedia.org/wiki/Qutab_Minar_metro_station
58,Chattarpur,38.15,Yellow,Main,2010,Elevated,28.5066,77.1749,https://en.wikipedia.org/wiki/Chhatarpur_metro_station
59,Sultanpur,39.94,Yellow,Main,2010,Elevated,28.499189,77.161389,https://en.wikipedia.org/wiki/Sultanpur_metro_station
60,Ghitorni,41.48,Yellow,Main,2010,Elevated,28.493785,77.14915,https://en.wikipedia.org/wiki/Ghitorni_metro_station
61,Arjan Garh,44.59,Yellow,Main,2010,Elevated,28.4808,77.1258,https://en.wikipedia.org/wiki/Arjan_Garh_metro_station
62,Guru Dronacharya,47.21,Yellow,Main,2010,Elevated,28.4819,77.1025,https://en.wikipedia.org/wiki/Guru_Dronacharya_metro_station
63,Sikandarpur,48.27,Yellow,Main,2010,Elevated,28.4814,77.0931,https://en.wikipedia.org/wiki/Sikandarpur_metro_station
64,MG Road,49.77,Yellow,Main,2010,Elevated,28.479556,77.079952,https://en.wikipedia.org/wiki/MG_Road_metro_station_(Gurgaon)
65,IFFCO Chowk,51.04,Yellow,Main,2010,Elevated,28.472089,77.072554,https://en.wikipedia.org/wiki/IFFCO_Chowk_metro_station
66,Huda City Centre,52.68,Yellow,Main,2010,Elevated,28.459269,77.072419,https://en.wikipedia.org/wiki/Millennium_City_Centre_Gurugram_metro_station
